Time to sort for plates: 105 ms.
Time to sort for names: 28799 ms.
Total time: 28904 ms.

License Plate       ID                  Last Name           First Name          Middle Name         ID                  
C186YT              6806                Xvvglhuuiytgv       Vxdj                Hhuitgdkcm          3819                
C198AC              1924                Xvurimwqw           Ljfmuhao            Gbqejrmnoes         8897                
C200NS              1618                Xvreyxg             Qfwllflfpfgxh       Xwfgtgwwhewidn      8520                
C201IL              2329                Xvonpypvnpys        Vfuleks             Nshkily             5884                
C204PB              4958                Xvoymidavavycd      Qrj                 Biopnuirzmqzx       3456                
C204VP              2983                Xvnlepzbphvobgj     Plpaeu              Rjq                 9191                
C205GO              7266                Xvnyaqqnsa          Lvxxghw             Xige                5183                
C207RX              4635                Xvmbabqfjdpvlki     Aqvszb              Iaovhyj             9635                
C208GY              7023                Xvlp                Rzthvdhb            Kwvmxllkxxqxar      2687                
C211YU              9307                Xvgiuyhhr           Xjoknlgkrdk         Mxmhpdr             4354                
C213BX              1126                Xvgwtkszr           Dwdzfkiesgtdsp      Nkbiyrdsdfy         8764                
C215DE              7889                Xvfjysrglpkpo       Pyajlorat           Zkjvrz              4863                
C216LW              8470                Xvcmppfrbxi         Tgbg                Stmewzrzhygj        1480                
C218KT              5238                Xvccdbofzq          Nuavykor            Qfsjvoz             286                 
C222JQ              9888                Xvcptvreocw         Mbfppa              Airvrmaet           6875                
C223JI              391                 Xvcrrbk             Lvrfqhl             Ajwffokpnsyzxl      7493                
C224ML              4755                Xvbjlanpdyzcbbu     Vvsil               Wzraloy             3277                
C227IP              6608                Xuysmlnua           Tznjhsqzsbak        Wrofqfvrzdlu        1843                
C230JY              602                 Xuyyfebluup         Qpmvrygzk           Vxea                3924                
C232TC              2919                Xuxzqkuhqy          Wkfttnyixh          Zlpntrijadgb        7140                
C233ZF              6539                Xuvsakvy            Wjxbjabrhvo         Yzkedilhbyjunin     8294                
C234AT              5786                Xuuihadn            Kyxcqkqlxxosgh      Iinjnzjyoolav       769                 
C236BK              7657                Xutxlfb             Xthhsjlpuh          Ezwbdqy             4900                
C238WY              5046                Xuscpy              Ogitfess            Pqpphdrtlc          1418                
C241LB              1637                Xusjmvwusnoiew      Exzuo               Zubypsjfa           3240                
C243CP              3699                Xusoavsxpzctuzj     Amnvi               Xzr                 7423                
C245CU              4079                Xundiseevvjvdc      Zpdhzl              Loikihwl            9206                
C246NL              3735                Xunwprqcbjvavc      Yyneqjxwgwnqsc      Juywuhodlo          6460                
